id	displayName	birthName	birthDate	birthLocation	heightCm	primaryProfessions	primaryImageUrl	biography
nm0060114	Tamara Bass			Syracuse, New York, USA	157	actress|director|writer	https://m.media-amazon.com/images/M/MV5BOGUyZWEwZjctZDQxYy00MmE2LTg5NzctOTAwNTYxZWI4NWM0XkEyXkFqcGc@._V1_.jpg	Tamara Bass was born in Syracuse, New York, USA. She is an actress and director, known for Baby Boy (2001), If Not Now, When? (2019) and All That Matters (2015).
nm2060660	Josep Maria Domènech					camera_department|cinematographer|director		Josep Maria Domènech is known for Balseros (2002), The Sark Case (2010) and Tor (2024).
nm0042006	Scott Aukerman		1970-07-02	Savannah, Georgia, USA	189	actor|producer|writer	https://m.media-amazon.com/images/M/MV5BMTQxODE4MjM1MF5BMl5BanBnXkFtZTcwOTI0Mjk5Nw@@._V1_.jpg	Scott Aukerman was born on 2 July 1970 in Savannah, Georgia, USA. He is a producer and writer, known for Between Two Ferns: The Movie (2019), Between Two Ferns with Zach Galifianakis (2008) and Austin Powers in Goldmember (2002).
nm2802013	Michael Penning		1977-04-23	Montreal, Quebec, Canada	170	actor|director|writer		Michael Penning was born on 23 April 1977 in Montreal, Quebec, Canada. He is a writer and director, known for The Legend of Sorrow Creek (2007), Drinking Games (2004) and Long Gone Day (2013).
nm0375477	Jerome Hellman		1928-09-04	New York City, New York, USA		actor|director|producer	https://m.media-amazon.com/images/M/MV5BNmE5OGIwZTEtNmUyYy00NzZkLTk5ZWQtOTY2ZDdlMDJlMmUwXkEyXkFqcGc@._V1_.jpg	Academy award winning film producer, Jerome Hellman was born on September 4, 1928, in New York City. After a brief stint at the Ashley/Steiner Agency, he founded his own agency, the Jerome Hellman Associates which represented several figures from television. He closed the agency in 1959 in order to focus on film producing.  His first film as a producer was George Roy Hill's comedy The World of Henry Orient (1964), followed by A Fine Madness (1966). In 1969, he challenged audiences with the daring and controversial Midnight Cowboy (1969). Directed by John Schlesinger, the adaptation from James Leo Herlihy's novel followed two misfits trying to make their living in a crazed New York City. Dealing with strong sexual themes and the ordinary lives of two low-life characters the movie became a massive hit and defined a whole generation, winning the Best Picture Oscar in 1970 (of which Hellman is the winner).  Again with Schlesinger, Hellman followed with the adaptation of Nataniel West's novel The Day of the Locust (1975), a monumental film by Paramouont Pictures that failed to impress viewers and some critics. But he found success again with the Vietnam War themed film Coming Home (1978) starring Jane Fonda and Jon Voight , also lead in Midnight Cowboy (1969). The movie was well-received and won three Oscars, but losing Best Picture.  That same year of the Oscars, Hellman directed his first film Promises in the Dark (1979).  The following decade only got him working in one movie, Peter Weir's The Mosquito Coast (1986), which was a moderate success.  He died on May 26, 2021.
nm0674919	Sue Perrotto			New York, USA		animation_department|assistant_director|director		"Sue Perrotto is a 4-time Emmy Nominee, whose prodigious career includes feature films (Beavis and Butt-head Do America; Pooh's Heffalump Movie), award-winning television series (Daria; Phineas and Ferb; Sesame Street; Mira, Royal Detective).  Most recently, she was the Director, Co-Executive Producer and Lead Animator on ""The Mayfly"" -- an animated short created, written and performed by Broadway, film and TV legend, Betty Buckley, and is a Director on Dan Harmon's new, hit animated series, Krapopolis, as well as a Subject Matter Expert for New York University's Animation Industry Essentials course."
nm0909853	Sean Walsh					director|producer		Sean Walsh is known for Bloom (2003) and Killers Within (2018).
nm0791542	Eldar Shengelaia	Eldar Nikolayevich Shengelaya	1933-01-26	Tiflis, Transcaucasian SFSR, USSR [now Tbilisi, Republic of Georgia]		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMTczNzM2MjczN15BMl5BanBnXkFtZTgwNTI0OTk3MTE@._V1_.jpg	Eldar Shengelaia was born on 26 January 1933 in Tiflis, Transcaucasian SFSR, USSR [now Tbilisi, Republic of Georgia]. He was a director and writer, known for Blue Mountains, or Unbelievable Story (1983), The Chair (2017) and Tetri karavani (1964). He was married to Ariadna Shengelaia and Nelly Shengelaia. He died on 4 August 2025 in Tbilisi, Georgia.
nm0244756	Richard Dutcher					actor|director|producer		"Dutcher's first film was the ultra-low budget student film ""Brother John."" As a young graduate of film school Dutcher poured everything he had into making his first feature-length film, the romantic comedy ""Girl Crazy."" Although ""Girl Crazy"" was never screened theatrically, Dutcher did sell the picture to HBO/Cinemax, and was able to recoup his expenses.  In 1997 Dutcher directed ""Eliza and I"", a film adapted from the stage play by actress/playwright Elizabeth J. Hansen, which was shown on public television and is available on video.  Dutcher's first theatrically released film was ""God's Army,"" made with a production budget of $250,000, a paltry sum by today's standards. But after it was released in Utah it became the second-highest grossing film in the state for that year. ""God's Army"" went on to be shown in theaters all over the US, in Mexico and in Canada. It ended up grossing over $2.6 million in U.S. box office sales, and then sold over $2.5 million in videos and DVDs in the first year of video release. In budget to gross ratio, it was the fourth most profitable film of the year 2000. In his review of ""God's Army"" renowned critic Michael Medved wrote ""Richard Dutcher is a wunderkind of truly terrifying potential.""  With the critical and financial success of ""God's Army"", Dutcher was easily able to raise money for this next film project. ""Brigham City"" opened in Utah theaters on April 6, 2001. It eventually played in theaters around the country. Critics generally considered it an even better film than ""God's Army."" But its darker subject matter (the plot revolves around the sheriff's search for a serial killer), as well as its PG-13 rating seemed to keep some movie-goers away.  He then made and released ""States of Grace,"" a follow up to ""God's Army."" It was this film that provoked film critic Wade Major of Boxoffice Magazine to write, ""Dutcher has joined the ranks of the very best independent filmmakers in the world.""  In 2007, in a full-page editorial in the Utah newspaper The Daily Herald, Dutcher publicly left Mormonism. He released his film ""Falling"" in Los Angeles and Salt Lake City in 2008. He considers it his finest film.  After ""Falling"" Dutcher made the 7 million dollar horror film ""Evil Angel"" starring Ving Rhames (""Pulp Fiction,"" ""Mission Impossible: Fallout"") which received a wide international release, but has never received a North American release.  He returned to his low-budget roots with the comedy ""The Boys at the Bar"" starring Bo Hopkins (""American Graffitti"" ""The Wild Bunch""). The film was shot in eight days and made for a budget of $150,000. The film, although finished, has yet to be released. Dutcher plans a 2023 release.  As a hired gun screenwriter, Dutcher has written multiple screenplays now in development for director John McTiernan (""Die Hard,"" ""Predator"") and producer George Folsey Jr. (""An American Werewolf in London,"" ""The Blues Brothers,"" ""The Twilight Zone""). He wrote the screenplay for the independent feature ""The Flyboys"" from director Rocco Devilliers, as well as Devilliers' next film, ""Dark Highway."""
nm2268014	Ayumu Watanabe		1966-09-03	Tokyo, Japan		animation_department|art_department|director		Ayumu Watanabe was born on 3 September 1966 in Tokyo, Japan. He is a director, known for Space Brothers (2012), Children of the Sea (2019) and Doraemon the Movie: Nobita's Dinosaur (2006).
nm0000829	Stuart Baird		1947-01-14	Uxbridge, Middlesex, England, UK	189	director|editor|editorial_department	https://m.media-amazon.com/images/M/MV5BMTgxMzU3NzMxNF5BMl5BanBnXkFtZTcwMzc0MTEzMw@@._V1_.jpg	Stuart Baird was born on 14 January 1947 in Uxbridge, Middlesex, England, UK. He is an editor and director, known for Skyfall (2012), Superman (1978) and Casino Royale (2006).
nm0000368	Laura Dern	Laura Elizabeth Dern	1967-02-10	Saint John's Health Center, Santa Monica, Los Angeles County, California, USA	179	actress|producer|writer	https://m.media-amazon.com/images/M/MV5BMjI3NzY0MDQxMF5BMl5BanBnXkFtZTcwNzMwMzcyNw@@._V1_.jpg	"Laura Dern was born on February 10, 1967 in Los Angeles, the daughter of actors Bruce Dern and Diane Ladd. Dern was exposed to movie sets and the movie industry from infancy, and obtained several bit parts as a child. Her parents divorced when Dern was two and Dern lost contact with her father for several years as a result.  Her parents' background and her own early taste of the movie-making world soon convinced the young Dern to pursue acting herself. Like so many young actors, her decision may have been influenced by social awkwardness -- the child of 1960s counterculture parents, she was steeped in Eastern mysticism and political radicalism, and was seen as an oddball by her more conservative classmates. Even before her teens, she had achieved most of her impressive 5' 10"" height and was rail-skinny with a slouching posture.. Perhaps the nine-year-old Dern found refuge by studying acting at the Lee Strasberg Theater Institute.  The first success for the young Dern came in 1980, with a role in Adrian Lyne's Foxes (1980), a teen movie starring Jodie Foster. She followed this with several small parts, or parts in small movies, such as Ladies and Gentlemen, the Fabulous Stains (1982) and Teachers (1984), as a student who has an affair with a teacher. (Her mother objected to her active presence on movie sets at age thirteen, which required Dern to sue for emancipation so she could play her role in ""The Fabulous Stains""). Her next roles, as the blind girl who befriends the deformed boy in Mask (1985), and as a teen-aged girl whose sexual awakening collides with a mysterious older man in Smooth Talk (1985), gave her career an important boost. Dern appeared to have made it with a leading role in David Lynch's acclaimed Blue Velvet (1986), but it was four years before her next notable film, and this was the bizarre Wild at Heart (1990), also directed by Lynch.  The following year, Dern starred in Rambling Rose (1991), which would become her signature performance, as a sexually-precocious, free-spirited young housemaid in the South in the 1930s. Dern earned an Oscar nomination for her performance, and so did her mother and co-star, Diane Ladd. Dern continues to win prominent roles on the big screen, often in smaller, highly-regarded human dramas such as October Sky (1999), I Am Sam (2001) and We Don't Live Here Anymore (2004), although she is perhaps most widely known for her repeat role as Ellie Sattler in the summer adventure movies Jurassic Park (1993) and Jurassic Park III (2001), or for her guest performance on Ellen (1994), as the woman to whom Ellen finally comes out as a lesbian.  Dern's pre-teen gawkiness matured into lithe beauty, but this doesn't prevent Dern from fearlessly throwing herself into a wide variety of roles which are sometimes unflattering, an excellent example being her unflinchingly comic portrayal of an intensely annoying loser whose pregnancy becomes a social and political football in Citizen Ruth (1996). This results in Dern being one of the most interesting actors working in Hollywood today.  Having previously dated such Hollywood talent as Treat Williams, Renny Harlin, Kyle MacLachlan, Jeff Goldblum and Billy Bob Thornton, Dern eventually married musician Ben Harper in 2005. Early in her career, Dern was roommate to Marianne Williamson, the spirituality guru. Dern attended two days of college at UCLA and one semester at USC."
